Name,Category,Question,Correct Answer
MathQA_challenge_test,Challenging Math,"a certain barrel , which is a right circular cylinder , is filled to capacity with 60 gallons of oil . the first barrel is poured into a second barrel , also a right circular cylinder , which is empty . the second barrel is twice as tall as the first barrel and has twice the diameter of the first barrel . if all of the oil in the first barrel is poured into the second barrel , how much empty capacity , in gallons , is left in the second barrel ? The options are: ['a ) there is no empty capacity', 'b ) 100 gallons', 'c ) 300 gallons', 'd ) 420 gallons', 'e ) 840 gallons']",d
MathQA_challenge_test,Challenging Math,"concentrated apples juice comes inside a cylinder tube with a radius of 2.5 inches and a height of 15 inches . the tubes are packed into wooden boxes , each with dimensions of 11 inches by 10 inches by 31 inches . how many tubes of concentrated apples juice , at the most , can fit into 3 wooden boxes ? The options are: a ) 24 . , b ) 28 . , c ) 36 . , d ) 42 . , e ) 48 .",a
MathQA_challenge_test,Challenging Math,"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land heads up exactly twice in 2 consecutive flips ? The options are: a ) 0.125 , b ) 0.225 , c ) 0.25 , d ) 0.5 , e ) 0.666",c
MathQA_challenge_test,Challenging Math,"in a 100 member association consisting of men and women , exactly 10 % of men and exactly 20 % women are homeowners . what is the maximum number of members who are homeowners ? The options are: a ) 29 , b ) 27 , c ) 25 , d ) 23 , e ) 21",a
MathQA_challenge_test,Challenging Math,"in the coordinate plane , a circle centered on point ( - 3 , 4 ) passes through point ( 1 , 1 ) . what is the area of the circle ? The options are: a ) 9 π , b ) 18 π , c ) 25 π , d ) 37 π , e ) 41 π",c
MathQA_challenge_test,Challenging Math,"1 , 3,5 , 7,9 , . . 50 find term of sequnce The options are: a ) 1230 , b ) 1300 , c ) 1500 , d ) 1679 , e ) 2500",e
MathQA_challenge_test,Challenging Math,"if the arithmetic mean of seventy 5 numbers is calculated , it is 35 . if each number is increased by 5 , then mean of new number is ? The options are: a ) 87 , b ) 40 , c ) 37 , d ) 28 , e ) 26",b
MathQA_challenge_test,Challenging Math,"a , b , k start from the same place and travel in the same direction at speeds of 30 km / hr , 40 km / hr , 60 km / hr respectively . b starts 6 hours after a . if b and k overtake a at the same instant , how many hours after a did k start ? The options are: a ) 3 , b ) 4.5 , c ) 4 , d ) d ) 12 , e ) e ) 5",d
MathQA_challenge_test,Challenging Math,"in an exam 80 % of the boys and 40 % of the girls passed . the number of girls who passed is 120 , which is 2 / 3 rd of the number of boys who failed . what is the total number of students who appeared for the exam ? The options are: a ) 1200 , b ) 380 , c ) 3800 , d ) 2180 , e ) 3180",a
MathQA_challenge_test,Challenging Math,"the marked price of a book is 20 % more than the cost price . after the book is sold , the vendor realizes that he had wrongly raised the cost price by a margin of 25 % . if the marked price of the book is rs . 30 , what is the original cost price of the book ? The options are: a ) rs . 30 , b ) rs . 25 , c ) rs . 45 , d ) rs . 20 , e ) rs . 10",d
MathQA_challenge_test,Challenging Math,"if annual decrease in the population of a town is 5 % and the present number of people is 40000 what will the population be in 2 years ? The options are: a ) 24560 , b ) 26450 , c ) 36100 , d ) 38920 , e ) 45200",c
MathQA_challenge_test,Challenging Math,"find the missing figures : ? % of 25 = 20125 The options are: a ) 4.5 , b ) 6.5 , c ) 2.5 , d ) 7.5 , e ) 8.5",e
MathQA_challenge_test,Challenging Math,"two trains leave the train station at the same time . one train , on the blue line , heads east - while the other , on the red line , heads west . if the train on the blue line averages 40 km / hr and the other train averages 40 km / hr - how long will it take for the trains to be 100 km apart ? The options are: a ) 2 hours , b ) 2.25 hours , c ) 1 hour , d ) 1.25 hours , e ) not enough information",d
MathQA_challenge_test,Challenging Math,"what is the greatest possible length which can be used to measure exactly the lengths 10 m 50 cm , 14 m 55 cm and 50 cm ? The options are: a ) 20 cm , b ) 24 cm , c ) 30 cm , d ) 10 cm , e ) 5 cm",e
MathQA_challenge_test,Challenging Math,"at scratch and dents rent - a - car , it costs $ 34.95 a day plus $ 0.23 per mile to rent a car . at rent - a - lemon , the charge is $ 25.00 a day plus $ 1.31 per mile . if you need to rent a car for 3 days , how many miles ( to nearest tenth ) must you drive for a car from both agencies to cost the same amount ? The options are: a ) 25.7 miles , b ) 26.2 miles , c ) 27.6 miles , d ) 27.9 miles , e ) 29.9 miles",c
MathQA_challenge_test,Challenging Math,"average of 15 results is 43 . if the average of first 7 results is 41 and average of last 7 results is 45 then find the eighth result ? The options are: a ) 41 , b ) 39 , c ) 43 , d ) 45 , e ) 47",c
MathQA_challenge_test,Challenging Math,"a sprinter starts running on a circular path of radius r metres . her average speed ( in metres / minute ) is π r during the first 30 seconds , π r / 2 during next one minute , π r / 4 during next 2 minutes , π r / 8 during next 4 minutes , and so on . what is the ratio of the time taken for the nth round to that for the previous round ? The options are: a ) 4 , b ) 8 , c ) 16 , d ) 32 , e ) 36",c
MathQA_challenge_test,Challenging Math,"the weight of a hollow sphere is directly dependent on its surface area . the surface area of a sphere is 4 π · r ^ 2 , where r is the radius of the sphere . if a hollow sphere of radius 0.15 cm made of a certain metal weighs 8 grams , a hollow sphere of radius 0.3 cm made of the same metal would weigh how many grams t ? The options are: a ) t = 16 , b ) t = 32 , c ) t = 64 , d ) 128 , e ) 512",b
MathQA_challenge_test,Challenging Math,"an enterprising businessman earns an income of re 5 on the first day of his business . on every subsequent day , he earns an income which is just thrice of that made on the previous day . on the 10 th day of business , he earns an income of : The options are: a ) 21 , b ) 22 , c ) 20 , d ) 45 , e ) 30",d
MathQA_challenge_test,Challenging Math,"two goods train each 500 m long , are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively find the time taken by the slower train to pass the driver of the faster one . The options are: a ) 12 sec , b ) 24 sec , c ) 48 sec , d ) 60 sec , e ) none",c
MathQA_challenge_test,Challenging Math,"if x / 5 + 9 / x = 14 / 5 , what are the values of 3 x - 7 ? The options are: a ) 8 and 9 , b ) 8 and 20 , c ) 17 and 21 , d ) 12 and 29 , e ) 17 and 29",b
MathQA_challenge_test,Challenging Math,"a closed cylindrical tank contains 36 pie cubic feet of water and its filled to half its capacity . when the tank is placed upright on its circular base on level ground , the height of water in the tank is 4 feet . when the tank is placed on its side on level ground , what is the height , in feet , of the surface of the water above the ground ? The options are: ['a ) 0 feet', 'b ) 1 feet', 'c ) 2 feet', 'd ) 3 feet', 'e ) 4 feet']",d
MathQA_challenge_test,Challenging Math,"the ratio of two speeds of two trains is 3 to 4 . if each of the trains slows its speed 5 km / hr , what will be the ratio of these two train speeds ? The options are: a ) 3 / 4 , b ) 8 / 9 , c ) 18 / 19 , d ) 23 / 24 , e ) it can not be determined from the information given",e
MathQA_challenge_test,Challenging Math,"a box contain the number of balls which is as much times greater than 15 as much times lesser than 240 . the no . of ball is ? The options are: a ) 48 , b ) 75 , c ) 60 , d ) 54 , e ) 45",c
MathQA_challenge_test,Challenging Math,"5 years ago , the average age of a and b was 15 years . average age of a , b and c today is 20 years . how old will c be after 14 years ? The options are: a ) 30 , b ) 34 , c ) 40 , d ) 50 , e ) 60",b
MathQA_challenge_test,Challenging Math,"one fourth of a solution that was 10 % sugar by weight was replaced with by a second solution resulting in a solution that was 16 percent sugar by weight . the second solution was what percent sugar by weight ? The options are: a ) 34 % , b ) 24 % , c ) 22 % , d ) 18 % , e ) 8.5 %",a
MathQA_challenge_test,Challenging Math,"from a pack of cards , two cards are drawn one after the other , with replacement . what is the probability that the first card is a black card and the second card is a king or queen ? The options are: a ) 1 / 52 , b ) 1 / 13 , c ) 1 / 26 , d ) 3 / 26 , e ) 17 / 26",b
MathQA_challenge_test,Challenging Math,"a man whose bowling average is 22.2 , takes 4 wickets for 36 runs and thereby decreases his average by 1.2 . the number of wickets , taken by him before his last match is : The options are: a ) 14 , b ) 22 , c ) 38 , d ) 40 , e ) 50",d
MathQA_challenge_test,Challenging Math,"susan drives from city a to city b . after two hours of driving she noticed that she covered 80 km and calculated that , if she continued driving at the same speed , she would end up been 15 minutes late . so she increased her speed by 10 km / hr and she arrived at city b 36 minutes earlier than she planned . find the distance between cities a and b . The options are: a ) 223 , b ) 376 , c ) 250 , d ) 378 , e ) 271",c
MathQA_challenge_test,Challenging Math,"what is the product of all the possible values of x if x ^ 2 + 5 x + 6 ? The options are: a ) 12 , b ) 18 , c ) 15 , d ) 6 , e ) 9",d
MathQA_challenge_test,Challenging Math,"mr . das decided to walk down the escalator of a mall . he found that if he walks down 26 steps , he requires 30 seconds to reach the bottom . however , if he steps down 34 stair she would only require 18 seconds to get to the bottom . if the time is measured from the moment the top step begins to descend to the time he steps off the last step at the bottom , find out the height of the stair way insteps ? The options are: a ) 5 , b ) 6 , c ) 7 , d ) 8 , e ) 9",b
MathQA_challenge_test,Challenging Math,"a man has $ 480 in the denominations of one - dollar , 5 - dollar notes and 10 - dollar . the number of dollars of each denomination is equal . what is the total number of dollar that he has ? The options are: a ) 50 , b ) 60 , c ) 90 , d ) 48 , e ) 67",c
MathQA_challenge_test,Challenging Math,"a , b and c can do a work in 7 , 14 and 21 days respectively . they completed the work and got rs . 242 . what is the share of c ? The options are: a ) 33 , b ) 44 , c ) 55 , d ) 77 , e ) 99",b
MathQA_challenge_test,Challenging Math,"kavi spends 50 % of his monthly salary on food and saves 80 % of the remaining amount . if his monthly salary is rs . 19000 , how much money does he save every month ? The options are: a ) rs . 2000 , b ) rs . 600 , c ) rs . 8000 , d ) rs . 3800 , e ) rs . 1200",d
MathQA_challenge_test,Challenging Math,"a boatman selling a boat along river flow . if he sell boat in steal water at 3 m / sec and flow of river is 2 m / sec . how much time he will take to sell 100 m . The options are: a ) 30 , b ) 10 , c ) 15 , d ) 20 , e ) 25",d
MathQA_challenge_test,Challenging Math,"evaluate 35 % of 450 + 45 % of 350 The options are: a ) 232 , b ) 242 , c ) 315 , d ) 262 , e ) 272",c
MathQA_challenge_test,Challenging Math,"a bullock cart has to cover a distance of 80 km in 10 hrs . if it covers half of the journey in 3 / 5 th time . what should be its speed to cover the remaining distance in the time left . The options are: a ) 10 kmph , b ) 20 kmph , c ) 30 kmph , d ) 40 kmph , e ) 50 kmph",a
MathQA_challenge_test,Challenging Math,"a furniture manufacturer has two machines , but only one can be used at a time . machine w is utilized during the first shift and machine b during the second shift , while both work half of the third shift . if machine w can do the job in 12 days working two shifts and machine b can do the job in 15 days working two shifts , how many days will it take to do the job with the current work schedule ? The options are: a ) 14 , b ) 13 , c ) 11 , d ) 9 , e ) 7",d
MathQA_challenge_test,Challenging Math,"what will be the remainder when 17 ^ 200 is divided by 18 ? The options are: a ) 3 , b ) 8 , c ) 5 , d ) 1 , e ) 7",d
MathQA_challenge_test,Challenging Math,"a is two years older than b who is twice as old as c . if the total ages of a , b and c be 27 . what is the age of b ? The options are: a ) 12 years , b ) 10 years , c ) 8 years , d ) 14 years , e ) 16 years",b
MathQA_challenge_test,Challenging Math,"s is a positive integer and multiple of 2 ; p = 4 ^ s , what is the remainder when p is divided by 10 ? The options are: a ) 10 , b ) 6 , c ) 4 , d ) 0 , e ) it can not be determined",b
MathQA_challenge_test,Challenging Math,"there is a lot of speculation that the economy of a country depends on how fast people spend their money in addition to how much they save . auggie was very curious to test this theory . auggie spent all of his money in 5 stores . in each store , he spent rs . 4 more than one - half of what he had when he went in . how many rupees did auggie have when he entered the first store ? The options are: a ) 248 , b ) 120 , c ) 252 , d ) 250 , e ) 350",a
MathQA_challenge_test,Challenging Math,"3 people are planning to share equally the cost of a rental car . if one person withdraws from the arrangement and the others share equally the entire cost of the car , then the share of each of the remaining persons increased by : The options are: a ) 1 / 2 , b ) 2 / 7 , c ) 3 / 2 , d ) 4 / 7 , e ) none of them",a
MathQA_challenge_test,Challenging Math,"the sum of the even numbers between 1 and k is 79 * 80 , where k is an odd number , then k = The options are: a ) 79 , b ) 80 , c ) 81 , d ) 157 , e ) 159",e
MathQA_challenge_test,Challenging Math,"ele , the circus elephant , is currently 3 times older than lyn , the circus lion . in 15 years from now , lyn the circus lion will be exactly half as old as ele , the circus elephant . how old is ele today ? The options are: a ) 40 , b ) 48 , c ) 43 , d ) 45 , e ) 41",d
MathQA_challenge_test,Challenging Math,"a right circular cone is exactly fitted inside a cube in such away that the edges of the base of the cone are touching the edges of one of the faces of the cube and the vertex is on the opposite face of the cube . if the volume of the cube is 343 cc , what approximately is the volume of the cone ? The options are: ['a ) 80 cc', 'b ) 90 cc', 'c ) 110 cc', 'd ) 105 cc', 'e ) 100 cc']",b
MathQA_challenge_test,Challenging Math,"the area of a rhombus is equal to the area of a rectangle whose length is 20 cm and the breadth is 10 cm . if one of the diagonals is 32 cm what is the length of other diagonal ? The options are: ['a ) 10', 'b ) 12.5', 'c ) 15', 'd ) 16', 'e ) 17.5']",b
MathQA_challenge_test,Challenging Math,"a line has a slope of 3 / 4 and intersects the point w ( - 12 , - 39 ) . at which point does this line intersect the x - axis ? The options are: a ) ( 40,0 ) , b ) ( 30,0 ) , c ) ( 0,40 ) , d ) ( 40,30 ) , e ) ( 0,30 )",a
MathQA_challenge_test,Challenging Math,"how long does a truck of 200 m long traveling at 60 kmph takes to cross a bridge of 180 m in length ? The options are: a ) 36.7 , b ) 26.8 , c ) 22.8 , d ) 21.1 , e ) 16.2",c
MathQA_challenge_test,Challenging Math,"difference between the length & breadth of a rectangle is 10 m . if its perimeter is 206 m , then its area is ? The options are: ['a ) 2400 m ^ 2', 'b ) 1500 m ^ 2', 'c ) 2520 m ^ 2', 'd ) 1200 m ^ 2', 'e ) 2580 m ^ 2']",d
MathQA_challenge_test,Challenging Math,"1370 , 1320 , x , - 180 , - 6430 The options are: a ) 1070 , b ) 6530 , c ) 6630 , d ) 6730 , e ) 6830",a
MathQA_challenge_test,Challenging Math,"sum of two numbers is 63 . their difference is 1 / 8 of their sum . their l . c . m is The options are: a ) 231 , b ) 153 , c ) 351 , d ) 345 , e ) 355",c
MathQA_challenge_test,Challenging Math,"last year the price range ( per kg ) for 100 varieties of apples in wholesale market was $ 100 . if the prices of each of the 100 varieties increased by 10 percent this year over what it was last year , what is the range of the wholesale prices of the 1000 varieties of apples this year ? The options are: a ) $ 50 , b ) $ 100 , c ) $ 110 , d ) $ 600 , e ) $ 300",c
MathQA_challenge_test,Challenging Math,"the tailor has a 10 meter long piece of fabric for which to sew a ball room dress . she has to cuts this fabric into strips of 200 centimeters each . how long will it take the tailor to complete this tasks if each 200 centimeter took 5 minutes to cut ? The options are: a ) 150 , b ) 200 , c ) 188 , d ) 245 , e ) 123",d
MathQA_challenge_test,Challenging Math,"each of 3 investments has a 20 % of becoming worthless within a year of purchase , independently of what happens to the other two investments . if simone invests an equal sum k in each of these 3 investments on january 1 , the approximate chance that by the end of the year , she loses no more than 1 / 3 of her original investment is The options are: a ) 90 % , b ) 80 % , c ) 70 % , d ) 60 % , e ) 40 %",a
MathQA_challenge_test,Challenging Math,"a bank pays interest to its customers on the last day of the year . the interest paid to a customer is calculated as 10 % of the average monthly balance maintained by the customer . john is a customer at the bank . on the last day , when the interest was accumulated into his account , his bank balance doubled to $ 5080 . what is the average monthly balance maintained by john in his account during the year ? The options are: a ) 2840 , b ) 5680 , c ) 6840 , d ) 25400 , e ) 28400",d
MathQA_challenge_test,Challenging Math,"a bus 75 m long is running with a speed of 21 km / hr . in what time will it pass a woman who is walking at 3 km / hr in the direction opposite to that in which the bus is going ? The options are: a ) 5.75 , b ) 7.62 , c ) 11.25 , d ) 4.25 , e ) 3.25",c
MathQA_challenge_test,Challenging Math,"what is the largest power of 3 contained in 200 ! The options are: a ) 88 , b ) 48 , c ) 66 , d ) 97 , e ) 39",d
MathQA_challenge_test,Challenging Math,"on a certain day , orangeade was made by mixing a certain amount of orange juice with an equal amount of water . on the next day , orangeade was made by mixing the same amount of orange juice with thrice the amount of water . on both days , all the orangeade that was made was sold . if the revenue from selling the orangeade was the same for both days and if the orangeade was sold at $ 0.60 per glass on the first day , what was the price per glass on the second day ? The options are: a ) $ 015 , b ) $ 0.20 , c ) $ 0.30 , d ) $ 0.40 , e ) $ 0.45",c
MathQA_challenge_test,Challenging Math,"8597 - ? = 7429 - 4358 The options are: a ) 3567 , b ) 6424 , c ) 6835 , d ) 5526 , e ) none of these",d
MathQA_challenge_test,Challenging Math,"pipe a can fill the tank in 30 minutes and pipe b can empty the tank in 90 minutes . how long it will take to fill the tank if both pipes are operating together ? The options are: a ) 30 , b ) 35 , c ) 40 , d ) 45 , e ) 50",d
MathQA_challenge_test,Challenging Math,"if 3 girls can do 3 times of a particular work in 3 days , then , 7 girls can do 7 times of that work in The options are: a ) 1 1 / 5 days , b ) 2 days , c ) 2 1 / 5 days , d ) 3 days , e ) 4 days",d
MathQA_challenge_test,Challenging Math,"arun is travelling on his cycle and has calculated to reach point a at 2 pm if he travels at 10 kmph . he will reach there at 12 noon if he travels at 15 kmph . at what speed must he travel to reach a at 1 pm ? The options are: a ) 8 kmph , b ) 12 kmph , c ) 10 kmph , d ) 14 kmph , e ) 15 kmph",b
MathQA_challenge_test,Challenging Math,"find the least number which when divided by 26 , 36 and 46 leaves the remainders 12 , 22 and 32 respectively . The options are: a ) 10570 , b ) 10750 , c ) 17050 , d ) 10075 , e ) 10085",b
MathQA_challenge_test,Challenging Math,"a 1 k . m . long wire is held by n poles . if one pole is removed , the length of the gap becomes 12 / 3 m . what is the number of poles initially ? The options are: a ) 500 , b ) 501 , c ) 502 , d ) 503 , e ) 504",b
MathQA_challenge_test,Challenging Math,"a certain deep blue paint contains 45 percent blue pigment and 55 percent red pigment by weight . a certain green paint contains 35 percent blue pigment and 65 percent yellow pigment . when these paints are mixed to produce a brown paint , the brown paint contains 40 percent blue pigment . if the brown paint weighs 10 grams , then the red pigment contributes how many grams of that weight ? The options are: a ) 1.5 , b ) 2.5 , c ) 3.5 , d ) 2.75 , e ) 4.5",d
MathQA_challenge_test,Challenging Math,"in the new budget the price of wheat rose by 8 % . by how much percent must a person reduce his consumption so that his expenditure on it does not increase ? The options are: a ) 7.5 % , b ) 7.41 % , c ) 10.9 % , d ) 12.6 % , e ) 15 %",b
MathQA_challenge_test,Challenging Math,"a certain list consists of 21 different numbers . if n is in the list and n is 4 times the average ( arithmetic mean ) of the other 20 numbers in the list , then n is what fraction e of the sum of the 21 numbers in the list ? The options are: a ) 1 / 20 , b ) 1 / 6 , c ) 1 / 5 , d ) 4 / 21 , e ) 5 / 21",b
MathQA_challenge_test,Challenging Math,"a sum of money is to be distributed among a , b , c , d in the proportion of 5 : 2 : 4 : 3 . if c gets euro 1000 more than d , what is b ' s share ? The options are: a ) euro 1000 , b ) euro 3000 , c ) euro 5000 , d ) euro 4000 , e ) euro 2000",e
MathQA_challenge_test,Challenging Math,"if a and b are positive integers , and a = 20 b - 15 , the greatest common divisor of a and b can not be The options are: a ) 1 , b ) 3 , c ) 18 , d ) 15 , e ) 5",c
MathQA_challenge_test,Challenging Math,"a retailer marks her goods in such a way that the profit made by selling 50 articles is equal to the selling price of 20 articles . what is the percentage of profit made by the retailer ? The options are: a ) 66.67 % , b ) 33.33 % , c ) 40 % , d ) 25 % , e ) 20 %",a
MathQA_challenge_test,Challenging Math,"what is the angle between the minute and the hour hand of the clock which shows 12 : 24 ? The options are: a ) 115 , b ) 120 , c ) 124 , d ) 130 , e ) 132",e
MathQA_challenge_test,Challenging Math,"find the value of ( 70 + 28 / 100 ) × 100 The options are: a ) 7028 , b ) 4028 , c ) 3128 , d ) 3256 , e ) 5264",a
MathQA_challenge_test,Challenging Math,"a train with 120 wagons crosses john who is going in the same direction , in 36 seconds . it travels for half an hour from the time it starts ove ( who is also riding on his horse ) coming from the opposite direction in 24 seconds . in how much time after the train has crossed the mike do the john meets to mike ? rtaking the john ( he is riding on the horse ) before it starts overtaking the mike The options are: a ) 2534 , b ) 3545 , c ) 3521 , d ) 4564 , e ) 3576",e
MathQA_challenge_test,Challenging Math,"how many internal diagonals does a pentagon ( five sided polygon ) have ? The options are: a ) 5 , b ) 8 , c ) 9 , d ) 10 , e ) 12",a
MathQA_challenge_test,Challenging Math,"10 stickers numbered 1 to 10 are placed in a bowl , mixed up thoroughly and then one sticker is drawn randomly . if it is known that the number on the drawn sticker is more than 3 , what is the probability that it is an even number ? The options are: a ) 3 / 7 , b ) 4 / 7 , c ) 5 / 7 , d ) 7 / 11 , e ) 9 / 11",b
MathQA_challenge_test,Challenging Math,"for a certain exam , a score of 58 was 2 standard deviations below mean and a score of 98 was 3 standard deviations above mean . what was the mean score w for the exam ? The options are: a ) 74 , b ) 76 , c ) 78 , d ) 80 , e ) 82",a
MathQA_challenge_test,Challenging Math,"a student travels from his house to school at 10 km / hr and reaches school 1 hour late . the next day he travels 12 km / hr and reaches school 1 hour early . what is the distance between his house and the school ? The options are: a ) 100 , b ) 105 , c ) 110 , d ) 115 , e ) 120",e
MathQA_challenge_test,Challenging Math,"in school there are some bicycles and 4 wheeler wagons . one tuesday there are 190 wheels in the campus . how many bicycles are there ? The options are: a ) 35 , b ) 36 , c ) 37 , d ) 38 , e ) 39",e
MathQA_challenge_test,Challenging Math,"what is the length of the diagonal of a square whose area is 4 times of another square with diagonal as 5 v 2 cm ? The options are: ['a ) 20 v 2', 'b ) 10', 'c ) 10 v 2', 'd ) 20', 'e ) 25']",c
MathQA_challenge_test,Challenging Math,"6 ^ 4 − 4 ^ 4 = ? The options are: a ) 20 , b ) 52 , c ) 104 , d ) 520 , e ) 1040",e
MathQA_challenge_test,Challenging Math,"find the value of ( 950 + 220 / 900 ) × 900 The options are: a ) 854542 , b ) 856945 , c ) 758965 , d ) 855220 , e ) 826450",d
MathQA_challenge_test,Challenging Math,"a boat running upstream takes 8 hours 48 minutes to cover a certain distance , while it takes 4 hours to cover the same distance running downstream . what is the ratio between the speed of the boat and speed of the water current respectively ? The options are: a ) 8 / 5 , b ) 8 / 3 , c ) 3 / 5 , d ) 5 / 8 , e ) 5 / 3",b
MathQA_challenge_test,Challenging Math,"mary sold boxes of butter cookies . ann sold 5 times as much as she did . 18 boxes of cookies were sold that day , how many boxes did mary sell ? The options are: a ) 3 , b ) 5 , c ) 6 , d ) 10 , e ) 18",a
MathQA_challenge_test,Challenging Math,"there are 76 persons . 54 can read hindu , 43 can read times , 37 can read deccan and 15 can read all . if 24 can read hindu and deccan and 27 can read deccan and times then what is the number of persons who read only times and hindu . The options are: a ) 21 , b ) 22 , c ) 23 , d ) 24 , e ) 25",b
MathQA_challenge_test,Challenging Math,"chocolate bars are sold in packages of 4 or 9 only . if mark bought 97 chocolate bars exactly , what could be the number of large packs mark bought ? The options are: a ) 3 , b ) 4 , c ) 8 , d ) 9 , e ) 13",d
MathQA_challenge_test,Challenging Math,"10 men can cut 10 trees in 2 hours . if 2 men leave the job , how many trees will be cut in 3 hours ? The options are: a ) 12 , b ) 15 , c ) 16 , d ) 18 , e ) 20",a
MathQA_challenge_test,Challenging Math,"a person ' s present age is one - fifth of the age of his mother . after 8 years , he will be one - half of the age of his mother . how old is the mother at present ? The options are: a ) a ) 25 , b ) b ) 44 , c ) c ) 32 , d ) d ) 45 , e ) e ) 40",e
MathQA_challenge_test,Challenging Math,"find the product of the place value and face value of 3 in 5769354 The options are: a ) 900 , b ) 9000 , c ) 90 , d ) 9 , e ) 0.9",a
MathQA_challenge_test,Challenging Math,"a shopkeeper loses 15 % , if an article is sold for $ 102 . what should be the selling price of the article to gain 20 % ? The options are: a ) $ 165 , b ) $ 174 , c ) $ 144 , d ) $ 164 , e ) $ 183",c
MathQA_challenge_test,Challenging Math,"a man sells an article at 10 % gain . had be sold at for rs . 60 / - more he could have gained 20 % what is cost price of article The options are: a ) rs . 500 , b ) rs . 600 , c ) rs . 650 , d ) rs . 760 , e ) rs . 800",b
MathQA_challenge_test,Challenging Math,"6 people can do work in 80 days how much people they required to complete the work in 16 days ? The options are: a ) 10 , b ) 20 , c ) 30 , d ) 40 , e ) 50",c
MathQA_challenge_test,Challenging Math,"david and lewis leave chennai for tirupati simultaneously at 7 a . m in the morning driving in two cars at speeds of 60 mph and 80 mph respectively . as soon as lewis reaches tirupati he returns back to chennai along the same route and meets david on the way back . if the distance between the two cities is 160 miles , how far from chennai did david and lewis meet ? The options are: a ) 100 mlies , b ) 120 miles , c ) 90 miles , d ) 95 miles , e ) 110 miles",b
MathQA_challenge_test,Challenging Math,"city a to city b , andrew drove for 1 hour at 50 mph and for 3 hours at 60 mph . what was the average speed for the whole trip ? The options are: a ) 56 , b ) 57.5 , c ) 58.9 , d ) 61.4 , e ) 62",b
MathQA_challenge_test,Challenging Math,"the cost of producing x tools by a company is given by c ( x ) = 600 x + 5500 ( in $ ) a ) what is the cost of 100 tools ? The options are: a ) 65500 $ , b ) 125800 $ , c ) 125900 $ , d ) 6500 $ , e ) 122500 $",a
MathQA_challenge_test,Challenging Math,"in an election between the two candidates , the candidates who gets 60 % of votes polled is winned by 280 votes majority . what is the total number of votes polled ? The options are: a ) 1400 , b ) 1600 , c ) 1800 , d ) 2000 , e ) 2100",a
MathQA_challenge_test,Challenging Math,"the height of a cylinder is 60 cm and the diameter of its base is 5 cm . the total surface area of the cylinder is The options are: ['a ) 918.14', 'b ) 981.41', 'c ) 982.14', 'd ) 928.41', 'e ) none of them']",c
MathQA_challenge_test,Challenging Math,"what will be the compound interest on rs . 25000 a ō er 3 years at the rate of 12 % per annum The options are: a ) rs 10123.20 , b ) rs 10123.30 , c ) rs 10123.40 , d ) rs 10123.50 , e ) none of these",a
MathQA_challenge_test,Challenging Math,"a batsman scores 26 runs and increases his average from 14 to 15 . find the runs to be made if he wants top increasing the average to 19 in the same match ? The options are: a ) 12 , b ) 18 , c ) 25 , d ) 74 , e ) 88",d
MathQA_challenge_test,Challenging Math,"a total of 520 players participated in a single tennis knock out tournament . what is the total number of matches played in the tournament ? ( knockout means if a player loses , he is out of the tournament ) . no match ends in a tie . The options are: a ) 511 , b ) 519 , c ) 256 , d ) 255 , e ) 1023",b
MathQA_challenge_test,Challenging Math,"solving a linear equation with several occurrences of the variable , solve for w . simplify answer as much as possible . ( 7 w + 6 ) / 6 + ( 9 w + 8 ) / 2 = 22 The options are: a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",c
MathQA_challenge_test,Challenging Math,"the average age of 36 students in a group is 14 years . when teacher ' s age is included to it , the average increases by one . find out the teacher ' s age in years ? The options are: a ) 50 , b ) 49 , c ) 53 , d ) 54 , e ) 51",e
MathQA_challenge_test,Challenging Math,"a is 1.5 times as fast as b . a alone can do the work in 20 days . if a and b working together , in how many days will the work be completed ? The options are: a ) 23 , b ) 22 , c ) 12 , d ) 24 , e ) 25",c
MathQA_challenge_test,Challenging Math,"if a = 1 , what is the value of – ( a ^ 2 + a ^ 3 + a ^ 4 + a ^ 5 ) ? The options are: a ) - 14 , b ) - 4 , c ) 0 , d ) 4 , e ) 14",b
MathQA_challenge_test,Challenging Math,"an astronomer noted that a grouping of red giant stars had an average solar mass of 8 m each , and a grouping of white dwarf stars had an average solar mass of 1.5 m each . if the astronomer calculated the total solar mass of both groupings to be 49 m , what total number of red giant stars and white dwarf stars did the astronomer note ? The options are: a ) 10 , b ) 11 , c ) 12 , d ) 13 , e ) 14",b
MathQA_challenge_test,Challenging Math,"village a ’ s population is 300 greater than village b ' s population . if village b ’ s population were reduced by 600 people , then village a ’ s population would be 4 times as large as village b ' s population . what is village b ' s current population ? The options are: a ) 900 , b ) 1000 , c ) 1100 , d ) 1200 , e ) 1300",a
MathQA_challenge_test,Challenging Math,"6 students wrote science exam . their average marks are 70 . 5 students got 65 , 75 , 55 , 72 and 69 marks respectively . therefore what is the marks of the sixth student ? The options are: a ) 84 , b ) 68 , c ) 85 , d ) 75 , e ) 42",a
MathQA_challenge_test,Challenging Math,"the sum of 7 th and 23 rd term of a . p . is equal to the sum of 8 th , 15 th and 13 th term . find the term which is 0 The options are: a ) 6 , b ) 8 , c ) 10 , d ) 12 , e ) 14",a
